id_client,genre,age,permis_conduire,code_regional,ancien_assure,age_vehicule,vehicule_endommage,prime_annuelle,canal_communication,anciennete,proba,prediction
381657,male,55,1,36.0,0,1-2 an,oui,2630.0,26.0,234,0.68304396,0
381664,femelle,73,1,28.0,0,1-2 an,oui,51425.0,26.0,226,0.57236165,0
381667,femelle,24,1,22.0,0,< 1 an,oui,30633.0,152.0,142,0.34257528,0
381671,male,23,1,49.0,0,< 1 an,oui,22130.0,152.0,28,0.49504805,0
381677,femelle,51,1,8.0,0,> 2 ans,oui,2630.0,157.0,232,0.5738736,0
381687,male,60,1,26.0,0,1-2 an,oui,2630.0,26.0,149,0.62631416,0
381697,male,74,1,28.0,0,> 2 ans,oui,53297.0,26.0,68,0.69274384,0
381699,femelle,25,1,3.0,0,< 1 an,oui,21416.0,152.0,224,0.58884376,0
381705,femelle,69,1,28.0,0,> 2 ans,oui,53861.0,124.0,30,0.6332948,0
381706,male,21,1,36.0,0,< 1 an,oui,32856.0,152.0,183,0.3872077,0
381715,male,46,1,48.0,0,1-2 an,oui,2630.0,124.0,280,0.6919248,0
381716,male,23,1,4.0,0,< 1 an,oui,27370.0,152.0,87,0.6140082,0
381723,femelle,67,1,28.0,0,1-2 an,oui,31431.0,122.0,275,0.5785695,0
381726,femelle,56,1,11.0,0,1-2 an,oui,2630.0,124.0,161,0.6869471,0
381727,male,30,1,15.0,0,< 1 an,oui,2630.0,152.0,84,0.5219351,0
381734,male,77,1,24.0,0,1-2 an,oui,35191.0,26.0,181,0.5114794,0
381737,femelle,24,1,41.0,0,< 1 an,oui,33923.0,152.0,275,0.60612094,0
381738,male,22,1,28.0,0,< 1 an,oui,55540.0,152.0,21,0.5419355,0
381749,male,40,1,41.0,0,1-2 an,no,31243.0,136.0,105,0.5400364,0
381750,femelle,61,1,41.0,0,1-2 an,no,38337.0,154.0,190,0.30607244,0
381752,femelle,24,1,41.0,0,< 1 an,oui,24909.0,152.0,10,0.59744567,0
381754,femelle,62,1,3.0,0,1-2 an,oui,2630.0,26.0,206,0.65710366,0
381759,femelle,58,1,8.0,0,1-2 an,oui,37037.0,26.0,210,0.6817486,0
381761,male,27,1,15.0,0,< 1 an,oui,31623.0,152.0,143,0.5224092,0
381777,male,67,1,49.0,0,1-2 an,oui,30510.0,157.0,182,0.67744297,0
381778,femelle,55,1,8.0,0,1-2 an,oui,2630.0,26.0,56,0.68168443,0
381781,femelle,44,1,8.0,0,1-2 an,oui,55308.0,160.0,238,0.3384327,0
381789,femelle,68,1,8.0,0,1-2 an,oui,29676.0,124.0,91,0.52044326,0
381792,male,21,1,17.0,0,< 1 an,oui,33164.0,152.0,103,0.3955941,0
381795,femelle,41,1,48.0,0,1-2 an,oui,2630.0,15.0,80,0.5614069,0
381796,male,22,1,34.0,0,< 1 an,oui,37161.0,152.0,41,0.4350034,0
381798,femelle,61,1,29.0,0,1-2 an,oui,2630.0,52.0,59,0.5568839,0
381812,femelle,66,1,28.0,0,1-2 an,oui,54602.0,61.0,46,0.533245,0
381813,femelle,21,1,30.0,0,< 1 an,oui,27713.0,152.0,251,0.3711543,0
381829,male,58,1,28.0,0,1-2 an,oui,52137.0,122.0,197,0.67751324,0
381830,male,60,1,28.0,0,1-2 an,oui,53038.0,122.0,236,0.6408441,0
381836,male,49,1,50.0,0,1-2 an,oui,34598.0,124.0,196,0.68974864,0
381852,male,25,1,18.0,0,< 1 an,oui,26329.0,152.0,60,0.6351723,0
381859,femelle,25,1,32.0,0,< 1 an,oui,21328.0,152.0,181,0.4273863,0
381861,male,23,1,28.0,0,< 1 an,oui,45849.0,152.0,165,0.60789955,0
381863,femelle,22,1,37.0,0,< 1 an,oui,33041.0,152.0,290,0.37540546,0
381874,male,24,1,28.0,0,< 1 an,oui,28957.0,152.0,297,0.61940575,0
381875,femelle,21,1,11.0,0,1-2 an,no,2630.0,163.0,184,0.48864457,0
381877,femelle,20,1,11.0,0,1-2 an,oui,39992.0,26.0,207,0.58637124,0
381878,male,25,1,32.0,0,< 1 an,oui,40832.0,152.0,12,0.4924984,0
381883,femelle,73,1,46.0,0,1-2 an,oui,2630.0,26.0,31,0.51017505,0
381884,male,35,1,28.0,0,1-2 an,no,47990.0,26.0,216,0.32029232,0
381896,femelle,50,1,50.0,0,1-2 an,oui,39152.0,124.0,232,0.6860872,0
381898,male,52,1,0.0,0,1-2 an,oui,2630.0,26.0,206,0.6754808,0
381899,male,21,1,2.0,0,< 1 an,oui,33685.0,152.0,49,0.39052877,0
381902,male,26,1,37.0,0,< 1 an,oui,2630.0,152.0,51,0.48074797,0
381904,femelle,51,1,29.0,0,1-2 an,no,28558.0,156.0,186,0.49563023,0
381906,femelle,26,1,8.0,0,< 1 an,oui,54424.0,152.0,128,0.39160794,0
381907,femelle,58,1,2.0,0,1-2 an,oui,2630.0,156.0,10,0.66083187,0
381909,male,67,1,45.0,0,> 2 ans,oui,23408.0,125.0,24,0.6113689,0
381914,male,75,1,28.0,0,1-2 an,oui,39049.0,124.0,99,0.4442882,0
381920,femelle,24,1,8.0,0,< 1 an,oui,2630.0,152.0,69,0.40316147,0
381921,femelle,63,1,28.0,0,1-2 an,oui,40816.0,26.0,299,0.6776841,0
381924,male,23,1,47.0,0,< 1 an,oui,2630.0,26.0,109,0.62641996,0
381927,femelle,23,1,41.0,0,< 1 an,oui,40297.0,152.0,151,0.57876694,0
381928,male,66,1,36.0,0,> 2 ans,oui,2630.0,154.0,70,0.51812726,0
381932,femelle,62,1,28.0,0,1-2 an,oui,37681.0,26.0,120,0.68656033,0
381938,femelle,24,1,34.0,0,< 1 an,oui,2630.0,152.0,244,0.40480202,0
381951,femelle,22,1,29.0,0,1-2 an,no,2630.0,154.0,263,0.4328284,0
381953,male,65,1,28.0,0,1-2 an,oui,30411.0,26.0,83,0.6681634,0
381957,femelle,53,1,10.0,0,1-2 an,oui,34904.0,124.0,150,0.6546923,0
381958,male,26,1,18.0,0,< 1 an,oui,46202.0,152.0,140,0.63356537,0
381960,femelle,21,1,40.0,0,< 1 an,oui,26989.0,152.0,80,0.48173392,0
381962,femelle,60,1,50.0,0,1-2 an,oui,49684.0,8.0,266,0.38011226,0
381967,male,53,1,15.0,0,1-2 an,oui,38360.0,124.0,297,0.6710122,0
381981,male,55,1,43.0,0,1-2 an,oui,27081.0,124.0,243,0.6601386,0
381987,femelle,31,1,27.0,0,< 1 an,oui,26108.0,152.0,13,0.6050246,0
381989,femelle,63,1,42.0,0,> 2 ans,oui,31326.0,122.0,22,0.63502467,0
382002,femelle,60,1,28.0,0,1-2 an,oui,34694.0,124.0,151,0.6372206,0
382006,male,67,1,33.0,0,1-2 an,oui,35293.0,152.0,124,0.35865882,0
382016,femelle,22,1,8.0,0,< 1 an,oui,38028.0,152.0,109,0.3596855,0
382020,male,21,1,28.0,0,< 1 an,oui,37447.0,160.0,184,0.36278972,0
382022,male,77,1,31.0,0,1-2 an,oui,2630.0,154.0,281,0.47420213,0
382023,male,25,1,8.0,0,< 1 an,oui,79524.0,152.0,110,0.469249,0
382029,femelle,21,1,35.0,0,1-2 an,oui,28617.0,26.0,62,0.62969816,0
382031,femelle,23,1,27.0,0,< 1 an,oui,22981.0,152.0,281,0.43102187,0
382034,male,54,1,20.0,0,1-2 an,oui,2630.0,8.0,299,0.58083016,0
382046,male,23,1,39.0,0,< 1 an,oui,42256.0,152.0,128,0.5889644,0
382057,femelle,67,1,28.0,0,1-2 an,oui,31524.0,26.0,27,0.6462054,0
382059,femelle,67,1,28.0,0,1-2 an,oui,2630.0,13.0,103,0.52464724,0
382061,male,71,1,28.0,0,1-2 an,oui,36632.0,26.0,249,0.5937311,0
382064,male,26,1,35.0,0,< 1 an,oui,2630.0,160.0,67,0.47861344,0
382067,male,24,1,15.0,0,< 1 an,oui,40782.0,152.0,133,0.47681424,0
382070,femelle,67,1,47.0,0,1-2 an,oui,35985.0,26.0,106,0.61562866,0
382075,male,29,1,39.0,0,< 1 an,oui,41212.0,152.0,48,0.66624975,0
382078,femelle,26,1,28.0,0,< 1 an,oui,35385.0,152.0,277,0.59490764,0
382088,femelle,29,1,28.0,0,< 1 an,oui,57976.0,152.0,121,0.6549438,0
382089,male,26,1,41.0,0,< 1 an,oui,31536.0,152.0,119,0.6461933,0
382090,femelle,23,1,37.0,0,< 1 an,oui,25786.0,152.0,73,0.42180753,0
382094,femelle,68,1,20.0,0,1-2 an,oui,2630.0,26.0,77,0.54902464,0
382101,male,32,1,10.0,0,< 1 an,oui,21369.0,152.0,231,0.63222337,0
382102,femelle,66,1,8.0,0,1-2 an,oui,32106.0,124.0,50,0.5606435,0
382109,femelle,21,1,35.0,0,1-2 an,oui,26538.0,124.0,41,0.62481326,0
382112,male,54,1,32.0,0,1-2 an,oui,31420.0,124.0,112,0.67502844,0
382129,femelle,58,1,28.0,0,1-2 an,oui,54561.0,29.0,200,0.6119014,0
382146,male,29,1,21.0,0,< 1 an,oui,37835.0,152.0,219,0.56876,0
382149,male,59,1,28.0,0,1-2 an,oui,28286.0,124.0,221,0.6692079,0
382152,male,34,1,28.0,0,1-2 an,no,32642.0,124.0,63,0.3360067,0
382153,femelle,37,1,24.0,0,1-2 an,oui,2630.0,152.0,61,0.64641726,0
382159,male,50,1,12.0,0,1-2 an,oui,37016.0,20.0,185,0.66088843,0
382162,male,73,1,28.0,0,> 2 ans,oui,49784.0,124.0,205,0.6010402,0
382163,femelle,53,1,37.0,0,> 2 ans,oui,2630.0,124.0,156,0.66847104,0
382165,femelle,26,1,40.0,0,< 1 an,oui,2630.0,152.0,245,0.56165093,0
382166,male,65,1,28.0,0,1-2 an,oui,43180.0,26.0,269,0.6681634,0
382173,male,28,1,47.0,0,< 1 an,oui,32540.0,152.0,13,0.56140476,0
382178,femelle,70,1,28.0,0,1-2 an,oui,27949.0,26.0,109,0.614077,0
382184,male,62,1,39.0,0,1-2 an,oui,2630.0,124.0,225,0.59900445,0
382186,femelle,24,1,11.0,0,< 1 an,oui,33976.0,152.0,120,0.58493394,0
382188,male,70,1,45.0,0,1-2 an,oui,19722.0,124.0,263,0.5456335,0
382203,male,21,1,13.0,0,1-2 an,oui,34206.0,156.0,254,0.617821,0
382208,male,24,1,29.0,0,< 1 an,oui,35489.0,152.0,95,0.6401821,0
382210,male,22,1,2.0,0,< 1 an,oui,36500.0,152.0,228,0.43509424,0
382225,male,76,1,5.0,0,> 2 ans,oui,26407.0,26.0,121,0.62012976,0
382228,femelle,25,1,28.0,0,< 1 an,oui,36433.0,152.0,273,0.5646328,0
382230,femelle,61,1,48.0,0,> 2 ans,oui,2630.0,154.0,241,0.5521007,0
382240,femelle,50,1,36.0,0,1-2 an,oui,36869.0,152.0,230,0.43482223,0
382246,male,62,1,28.0,0,1-2 an,oui,23807.0,26.0,109,0.6915359,0
382251,male,27,1,50.0,0,< 1 an,oui,17417.0,152.0,43,0.46074343,0
382252,femelle,36,1,28.0,0,1-2 an,oui,20688.0,152.0,295,0.69591254,0
382253,male,21,1,29.0,0,1-2 an,oui,2630.0,156.0,68,0.6372126,0
382278,femelle,24,1,14.0,0,< 1 an,oui,28136.0,151.0,266,0.4290445,0
382287,femelle,70,1,28.0,0,> 2 ans,oui,45424.0,26.0,289,0.6860172,0
382290,male,26,1,36.0,0,< 1 an,oui,41375.0,152.0,232,0.4907404,0
382305,male,21,1,8.0,0,< 1 an,oui,38535.0,152.0,118,0.37966725,0
382306,femelle,22,1,32.0,0,< 1 an,oui,31553.0,152.0,174,0.3709839,0
382309,male,29,1,8.0,0,< 1 an,oui,23405.0,152.0,195,0.55900085,0
382313,male,22,1,15.0,0,< 1 an,oui,34188.0,152.0,194,0.42385006,0
382317,femelle,41,1,36.0,0,1-2 an,oui,31072.0,152.0,151,0.4956277,0
382326,femelle,25,1,37.0,0,< 1 an,oui,46622.0,152.0,257,0.40373233,0
382328,femelle,25,1,47.0,0,< 1 an,oui,36402.0,152.0,196,0.42484295,0
382329,male,36,1,39.0,0,1-2 an,no,25227.0,157.0,298,0.6125435,0
382330,femelle,67,1,48.0,0,1-2 an,oui,2630.0,154.0,216,0.572323,0
382331,male,63,1,28.0,0,1-2 an,oui,2630.0,13.0,137,0.5679514,0
382332,femelle,22,1,28.0,0,1-2 an,oui,35741.0,26.0,15,0.6543492,0
382336,femelle,73,1,3.0,0,1-2 an,oui,28933.0,124.0,259,0.504823,0
382337,femelle,27,1,44.0,0,< 1 an,oui,2630.0,152.0,143,0.34893563,0
382342,male,24,1,28.0,0,< 1 an,oui,2630.0,156.0,287,0.67439383,0
382346,male,24,1,35.0,0,< 1 an,oui,33239.0,152.0,246,0.6211719,0
382353,femelle,46,1,8.0,0,1-2 an,oui,37539.0,152.0,220,0.4863084,0
382362,femelle,21,1,9.0,0,< 1 an,oui,36634.0,152.0,114,0.3160922,0
382364,male,22,1,30.0,0,< 1 an,oui,22890.0,152.0,287,0.47830305,0
382367,femelle,50,1,45.0,0,1-2 an,oui,17947.0,152.0,89,0.52584547,0
382368,male,28,1,14.0,0,< 1 an,oui,40890.0,152.0,186,0.5514895,0
382371,femelle,58,1,28.0,0,1-2 an,oui,34900.0,122.0,83,0.66962785,0
382377,femelle,76,1,31.0,0,1-2 an,oui,2630.0,30.0,254,0.33963808,0
382378,male,33,1,8.0,0,< 1 an,oui,111358.0,160.0,215,0.3746195,0
382385,male,66,1,8.0,0,1-2 an,oui,49748.0,124.0,51,0.55648965,0
382387,femelle,56,1,28.0,0,1-2 an,oui,20221.0,122.0,187,0.6947038,0
382388,male,66,1,15.0,0,> 2 ans,oui,34661.0,154.0,225,0.6048804,0
382389,femelle,21,1,30.0,0,< 1 an,oui,27241.0,152.0,29,0.3711543,0
382392,male,72,1,46.0,0,> 2 ans,oui,29419.0,11.0,131,0.49338403,0
382393,femelle,34,1,8.0,0,1-2 an,oui,39419.0,152.0,109,0.5890045,0
382395,femelle,24,1,47.0,0,< 1 an,oui,36493.0,26.0,257,0.64000124,0
382396,male,23,1,28.0,0,1-2 an,oui,42957.0,26.0,45,0.6978427,0
382399,femelle,30,1,28.0,0,< 1 an,oui,2630.0,160.0,264,0.51901835,0
382401,male,22,1,28.0,0,< 1 an,oui,50842.0,26.0,118,0.6998286,0
382403,femelle,68,1,0.0,0,1-2 an,oui,2630.0,122.0,13,0.4700286,0
382408,femelle,23,1,27.0,0,< 1 an,oui,27045.0,152.0,43,0.42180753,0
382421,male,26,1,7.0,0,< 1 an,oui,2630.0,152.0,239,0.6127914,0
382423,femelle,41,1,36.0,0,1-2 an,oui,40809.0,152.0,118,0.48196253,0
382428,male,53,1,38.0,0,1-2 an,no,27929.0,154.0,82,0.6419664,0
382430,male,31,1,29.0,0,1-2 an,no,2630.0,156.0,78,0.5315086,0
382437,femelle,45,1,9.0,0,> 2 ans,oui,2630.0,156.0,35,0.60676914,0
382440,male,69,1,28.0,0,1-2 an,oui,57309.0,125.0,265,0.4799402,0
382442,femelle,25,1,29.0,0,< 1 an,oui,49818.0,152.0,151,0.5865494,0
382443,male,46,1,20.0,0,1-2 an,oui,2630.0,133.0,204,0.58265,0
382445,femelle,69,1,3.0,0,1-2 an,oui,38113.0,26.0,236,0.61708367,0
382446,male,64,1,28.0,0,1-2 an,oui,23695.0,124.0,255,0.608611,0
382447,male,29,1,36.0,0,< 1 an,oui,2630.0,152.0,20,0.5353865,0
382448,male,73,1,28.0,0,1-2 an,oui,31772.0,124.0,181,0.5117698,0
382452,femelle,22,1,8.0,0,< 1 an,oui,48835.0,152.0,169,0.34142035,0
382453,male,21,1,28.0,0,1-2 an,oui,30967.0,155.0,120,0.6858526,0
382458,femelle,62,1,39.0,0,1-2 an,oui,32507.0,124.0,295,0.6158115,0
382460,male,27,1,25.0,0,1-2 an,oui,2630.0,124.0,32,0.65071666,0
382462,femelle,23,1,43.0,0,< 1 an,oui,51971.0,152.0,49,0.39033768,0
382466,male,21,1,30.0,0,< 1 an,oui,27739.0,152.0,43,0.4394091,0
382470,male,64,1,28.0,0,> 2 ans,oui,30007.0,157.0,175,0.6228185,0
382481,male,62,1,37.0,0,1-2 an,oui,66906.0,26.0,140,0.6484598,0
382486,femelle,66,1,45.0,0,1-2 an,oui,2630.0,124.0,48,0.56713045,0
382492,male,51,1,8.0,0,1-2 an,oui,33832.0,124.0,143,0.6979399,0
382494,femelle,66,1,48.0,0,1-2 an,oui,2630.0,124.0,162,0.5044635,0
382506,male,22,1,6.0,0,< 1 an,oui,25229.0,152.0,105,0.493308,0
382509,male,25,1,5.0,0,< 1 an,oui,24949.0,152.0,107,0.632955,0
382527,male,63,1,28.0,0,1-2 an,oui,54289.0,26.0,171,0.6877299,0
382530,male,66,1,0.0,0,1-2 an,oui,2630.0,55.0,87,0.47651803,0
382533,femelle,23,1,12.0,0,< 1 an,oui,22888.0,152.0,196,0.4170071,0
382543,femelle,21,1,28.0,0,< 1 an,oui,49604.0,124.0,277,0.60391027,0
382544,femelle,70,1,8.0,0,1-2 an,oui,40647.0,154.0,25,0.57196534,0
382550,male,24,1,36.0,0,< 1 an,oui,26409.0,152.0,188,0.50075656,0
382553,male,21,1,11.0,0,< 1 an,oui,34188.0,152.0,198,0.5276606,0
382555,male,43,1,9.0,0,1-2 an,oui,32725.0,61.0,32,0.59679925,0
382556,femelle,24,1,28.0,0,< 1 an,oui,43376.0,152.0,193,0.57287693,0
382564,femelle,22,1,16.0,0,< 1 an,oui,24727.0,152.0,93,0.3986452,0
